date,zl_price_current,bean_price_per_bushel,corn_price,zl_volume,zl_price_lag30,wheat_price,volatility_30d,crude_price,corr_zl_palm_365d,corr_zl_crude_365d,corr_zl_dxy_365d,corr_zl_corn_365d,fx_usd_brl,meal_price_per_ton,corr_zl_palm_180d,fx_usd_cny_ma7,corr_zl_vix_180d,yoy_change,corr_zl_vix_90d,big8_composite_score,corr_zl_crude_180d,palm_price,corr_zl_vix_30d,corr_zl_palm_90d,corr_zl_dxy_180d,corr_zl_crude_90d,vix_level,corr_zl_corn_90d,feature_vix_stress,days_to_next_event,corr_zl_dxy_90d,corr_zl_wheat_30d,corr_palm_crude_30d,feature_biofuel_cascade,corr_zl_palm_30d,return_7d,fx_usd_cny,corr_zl_vix_365d,fx_usd_myr_ma7,brazil_temp_7d_ma,corr_zl_dxy_30d,weather_us_temp,corr_zl_dxy_7d,corr_zl_corn_30d,corr_zl_vix_7d,palm_lag3,corr_zl_wheat_7d,corr_zl_corn_7d,corr_zl_crude_7d,export_capacity_index,return_1d,feature_hidden_correlation,corr_corn_wheat_30d,corr_zl_crude_30d,corr_zl_palm_7d,fx_usd_myr_pct_change,fx_usd_brl_pct_change,vix_lag1,fx_usd_cny_pct_change,fx_usd_ars_pct_change,brazil_temperature_c,fx_usd_myr,total_engagement_score,weather_argentina_temp,dxy_level,seasonal_index,event_vol_mult,sentiment_ma30,palm_accuracy_30d,sentiment_lag1,sentiment_lag7,harvest_pressure,max_sentiment,volatility_multiplier,crude_momentum_2d,dxy_momentum_3d,brazil_month,total_comments,palm_momentum_3d,crude_accuracy_30d,feature_harvest_pace,avg_sentiment,china_sentiment,day_of_week,china_sentiment_30d_ma,sentiment_change_1d,sentiment_change_7d,tension_index,china_mentions,crush_spread_gross,crush_spread_percentile_365d,crush_spread_momentum_7d,crush_spread_volatility_30d,target_1w,target_1m,target_3m,target_6m
2020-10-21,-2.0884154702235747,-1.6653684073401016,-1.3303584642826853,0.8258554537326381,-3.732440269755664,-0.5264375731553814,-1.7880905973837327,-2.5321214242308367,-2.5294012583325203,-2.772000083201918,-0.24345722000934422,-3.943708880561802,1.5263712511713168,-0.5203264339494209,-1.1046446996257582,-0.5286772362687475,0.037298078645273056,-0.0029560524007850378,0.15794902547493758,1.7244003352505632,-1.7039764338006709,-1.342741359664499,0.1208893277887506,-1.1154398908913232,0.06061991823050214,-1.2449000831580845,1.6082775323256577,-0.9885655894625521,1.2276210884827763,1.8329023543296648,0.155348393971575,-0.48651399819511726,-0.46882090236753354,-0.5429412796857205,-1.1114104867404067,-0.060644637174442816,-0.21969538986159864,-0.13724027174642747,-1.1026809095224224,-0.77165778382166,0.2088217976190718,0.5696866432142229,0.07555687016828472,-0.7001521261849241,0.09587680065796315,-0.8956829724536673,-0.44048194466842866,-0.6738212355636519,-0.621757996316924,-0.20814522140725208,-0.023369949138332347,4.584630182787456,-1.3535143795335813,-0.7705815872378386,-0.791862356147069,-0.00992937780694435,-0.004981397664907265,-0.8661965986223321,-0.020415382420984965,-0.07794961131958245,-0.7278049102886045,-0.4098878689263202,-0.08483707737239068,0.3618212341467645,-1.2802117942370255,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-0.02365693602022253,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.3754218055138107,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,33.61000061035156,38.68000030517578,51.34999847412109,64.98999786376953
2020-10-22,-2.046540312093899,-1.6556024544916537,-1.3085509893785765,1.571009329985482,-3.732440269755664,-0.573417108557874,-1.5563042675188576,-2.4910784099653673,1.5861836768290465,1.2230045640594693,2.2474034769414413,1.4882570782317996,1.4812353001571061,-0.44744242038161725,1.3433346319266681,-0.47818053565078167,-2.1247294988512886,-0.0029560524007850378,-2.247061015280427,0.8862349651833877,1.3804664303980265,-1.3244053416592172,-2.1427572937934576,1.2654358426990824,2.185724055875292,1.4567771369835933,1.509439244839057,1.3351488744761733,1.2109543617835792,1.8302740625460168,2.030941076757582,-2.595805326182662,1.3949330258754207,-0.5429412796857205,1.2877283316544814,-0.060644637174442816,-0.16514676357555075,-1.9948028032227,-1.1022591032155131,-0.77165778382166,2.107581557883658,0.5696866432142229,1.888029185456814,1.3892674290511902,-1.8080041088564045,-0.8956829724536673,-2.348535050034247,1.3531750694027083,1.364373606990887,-0.20814522140725208,0.6868422274627622,-1.157997585975249,-3.978929475810781,1.453154058770212,1.277765608433487,0.0011717726870145186,-0.22207582071059,-0.8661965986223321,1.5710906184358482,0.03018402227010189,-0.7278049102886045,-0.409500622028164,-0.08483707737239068,0.3618212341467645,-1.2237235482394317,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,0.693219913077422,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.21131345326641854,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,33.189998626708984,39.18999862670898,52.380001068115234,66.62999725341797
2020-10-23,-2.010646993407753,-1.599797009643381,-1.282382019493646,1.0639779223264592,-3.732440269755664,-0.5063034865543131,-1.4834079081421219,-2.544232486035941,1.122584887657955,-3.4665287977412755,1.0243899937996608,1.4628180474496044,1.587555540323912,-0.3664603203828099,1.0675827590087519,-0.45937961982615916,-2.1214747493289203,-0.0029560524007850378,-2.2434404762258313,0.8682099034615114,-2.240204630433818,-1.3244053416592172,-2.1393495654013264,0.9972428337711751,1.1422971727093258,-1.7145847449998544,1.4069398404180966,1.3242664344488249,1.1841426710066096,1.827645770762369,1.1100244061716178,0.0399462118861938,0.08993045611897921,-0.5429412796857205,1.017478083200413,-0.060644637174442816,-0.1619567854301667,-1.992006400056977,-1.100150071680959,-0.77165778382166,1.1752898440622463,0.5696866432142229,0.9981046376357969,1.3794822410021885,-1.8051379772929657,-0.8956829724536673,0.03575100872619985,1.343682222468725,-0.967045561951416,-0.20814522140725208,0.5765348957012091,-1.157997585975249,-0.45554457281075433,-1.1571764465845111,1.04463300795746,0.06777492453788293,0.5074667628571784,-0.8661965986223321,0.07217891605036014,-0.03166527522603629,-0.7278049102886045,-0.40678989374107793,-0.08483707737239068,0.3618212341467645,-1.2536294630545577,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,1.4100967621750666,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.16288190792545876,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,33.779998779296875,38.869998931884766,53.380001068115234,66.62999725341797
2020-10-26,-1.98073616617227,-1.5774748317040723,-1.2954665044361113,1.5121119223977069,-3.732440269755664,-0.5918733546088533,-1.4243556700157054,-2.631028086750617,1.2829855710864222,-5.643603483775407,1.6491790058609872,0.7279791278948261,1.6058413871450532,-0.30167439324600764,1.1629902318190188,-0.43144893990345534,1.283966508488905,-0.0029560524007850378,1.544726013184951,1.2745045379491748,-3.9210693785559094,-1.2969013146512944,1.426153334974256,1.0900350129735616,1.675342523784918,-3.186861652071165,2.3056377437984437,1.0099132446483168,1.7884926739253295,1.8197608954114253,1.58048415558348,-1.322952027296232,-1.8986692926380955,-0.5429412796857205,1.1109820473204486,-0.060644637174442816,-0.12192255970561153,0.9338675108533389,-1.0784270468750794,-0.77165778382166,1.6515606512614462,0.5696866432142229,1.4527317424931185,1.096824577071001,1.1936926882896355,-0.8956829724536673,-1.1971190946419912,1.0694692053065522,-2.0493864397418666,-0.20814522140725208,0.4703906653251823,-1.157997585975249,-1.2749673801227448,-2.3689994632797733,1.1252946259756427,1.077563387877173,0.08272139717835823,-0.8661965986223321,1.1412954435294096,-0.061366413882216794,-0.7278049102886045,-0.36883969772185543,-0.08483707737239068,0.3618212341467645,-1.2071081652276685,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-1.4574106342155115,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.06510115180254586,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,34.38999938964844,38.27999877929688,54.060001373291016,67.30999755859375
2020-10-27,-2.010646993407753,-1.6081678263706223,-1.3107317368689875,0.9297018216841907,-3.732440269755664,-0.6203966439603666,-1.4646715241007997,-2.56307180143658,1.0576198478485666,-5.655761141407325,1.6819739484859098,0.34502766649121536,1.9230275317936292,-0.41504945681321614,1.0289410890560406,-0.41852946240617006,1.2512212578664765,-0.0029560524007850378,1.508300642225909,1.2808376677433482,-3.93045600101049,-1.2969013146512944,1.391869000807644,0.9596604027800296,1.703321875802219,-3.195083436418012,2.4685380717706344,0.8460922898410674,1.7979129977118322,1.8171326036277775,1.6051784126709956,-1.4098792888938054,-1.7621943194914547,-0.5429412796857205,0.9796073670565963,-0.060644637174442816,-0.13228998867810612,0.9057335724738594,-1.0664055671281332,-0.77165778382166,1.6765599286086768,0.5696866432142229,1.4765949499626938,0.9495213210799309,1.1648572293037271,-0.8956829724536673,-1.275753007952792,0.9265667638820143,-2.055430665012418,-0.20814522140725208,-0.5121156052084997,-1.157997585975249,-1.007065745284607,-2.375766768711217,1.0119636632038398,-0.07619718410318256,1.5150281504491834,-0.8661965986223321,-0.32013162903450987,-0.03511690341175801,-0.7278049102886045,-0.3711631791107871,-0.08483707737239068,0.3618212341467645,-1.2253840724800082,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-0.740533785117867,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.21657165621331925,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,35.470001220703125,38.7599983215332,55.150001525878906,68.30999755859375
2020-10-28,-2.0696145185342285,-1.7476814384913046,-1.4372150913128183,1.7386404131199187,-3.732440269755664,-0.6673761793628592,-1.4689008709934217,-2.709749988483788,-0.2376927529450079,-2.916643725384935,-0.10770068350905564,-0.6314181500379559,2.1042271573609304,-0.5628415421732821,0.25847989712401026,-0.39830125192470167,-0.20982388782058956,-0.0029560524007850378,-0.11694608540509707,1.964815685513948,-1.8156521612091363,-1.2982110302231002,-0.13784779949476628,0.21031896353641727,0.17644204259990418,-1.3427173493763012,3.7369651467672242,0.4283832533092521,2.8153079666541374,1.8145043118441295,0.2575716804090757,-0.4418130511751213,-1.7613451877686623,-0.5429412796857205,0.22451792254780306,-0.060644637174442816,-0.09464824656258689,-0.3495615716177527,-1.064015331388974,-0.77165778382166,0.3123077328282103,0.5696866432142229,0.1743399792869282,0.5739289482334599,-0.12173873726259962,-0.8956829724536673,-0.4000457186987935,0.5621955441212654,-0.6936681276741354,-0.20814522140725208,-0.996791419919374,-1.157997585975249,0.503763991501322,-0.851094440536095,0.3605823349818503,-0.4518420993680506,0.8508439095914382,-0.8661965986223321,1.0688401678217743,-0.0769049604775088,-0.7278049102886045,-0.386653055037,-0.08483707737239068,0.3618212341467645,-1.1472963355974188,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-0.02365693602022253,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.1970846069249728,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,35.34000015258789,38.959999084472656,55.36000061035156,66.69000244140625
2020-10-29,-2.100379801117768,-1.7783744331578546,-1.4633840611977489,1.232286807244159,-3.732440269755664,-0.7009329903646397,-1.4374181036245395,-2.791836017014727,-1.4534235471081534,-1.1952947103671163,-1.341988916710304,0.1398017195656007,2.1992441209062252,-0.5587928078799774,-0.4646454674911083,-0.38971639095916133,-0.6864913247045185,-0.0029560524007850378,-0.6471844522692201,1.96043121104106,-0.48664177074393083,-1.2982110302231002,-0.6369194322303445,-0.492984210132138,-0.8766040127789508,-0.17863123874438083,3.2446033950263233,0.7582996738960874,2.8087862040327125,1.8118760200604815,-0.671834761900239,0.2935673235648096,-1.7279650595333529,-0.5429412796857205,-0.48418010870309264,-0.060644637174442816,-0.1168185946729979,-0.7591028651454137,-1.0617054397082768,-0.77165778382166,-0.6285786172754171,0.5696866432142229,-0.7237886292306985,0.8705806373567468,-0.5414919553604387,-0.8956829724536673,0.2651752439201215,0.8499845026423227,0.162107016766134,-0.20814522140725208,-0.5417212996695004,-1.157997585975249,0.8442595234422863,0.10705842833227558,-0.25077923054079093,0.04541606924053996,0.44012943948950867,-0.8661965986223321,-0.6597180453598235,-0.08054428648855308,-0.7278049102886045,-0.38471682054622447,-0.08483707737239068,0.3618212341467645,-1.055918066911476,-0.431139226300506,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,0.693219913077422,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.16884402134799734,-1.4401056316666034,-0.11401188162269935,-1.6488477069721457,35.47999954223633,39.58000183105469,56.459999084472656,67.0199966430664
2020-10-30,-2.053376932889052,-1.7518668468549252,-1.4633840611977489,1.340307007229491,-3.732440269755664,-0.7361676419165092,-1.4623630242045553,-2.817403586010903,-1.5546780014898003,-1.3146231150849808,-1.2268128769859674,-0.24429247265925516,2.0601328052162766,-0.5243751682427279,-0.5248723405744987,-0.3731372737136617,-0.6953399440545054,-0.0029560524007850378,-0.6570275359583664,0.4177457483580841,-0.5787722383969638,-1.300830461366712,-0.6461839520291429,-0.5515601542939453,-0.7783403568164334,-0.2593287250321879,3.3233081576991905,0.5939898757938215,2.810235484615251,1.8092477282768338,-0.5851083794880538,0.23903842863655708,-1.698399306644663,-0.5429412796857205,-0.5432053738523992,0.15890456111317133,-0.15701231930482326,-0.7667053878564627,-1.0557398933676885,-0.77165778382166,-0.5407810018395481,0.5696866432142229,-1.243886306412174,0.7228378270418108,-1.0295986686680496,-0.8956829724536673,0.798845651034005,1.0198408170405213,0.5533895263183662,-0.20814522140725208,0.7771851734524037,-1.157997585975249,0.9688940325307785,0.04063677164301644,-1.0461722185166789,-0.18145898095789556,-0.6538755726784685,-0.8661965986223321,-1.1818384069135606,-0.06601967178942385,-0.7278049102886045,-0.3907191474676317,-0.08230039293160503,0.3618212341467645,-1.042626267532364,-0.431139226300506,-0.1665381365627613,1.8433127959608924,0.39500361145232543,1.1108146561588914,1.1133083446995427,-0.6824137632687918,1.1646492927515146,2.1929750420111342,-0.0042123527996625314,0.004184081541352388,1.009649437937024,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,-2.535453653002533,0.062194902823192,1.4100967621750666,-4.899688201406071,0.018559496146714028,0.01795802118360267,2.187525360506638,2.192975042011131,-0.09739219425870076,-1.4401056316666034,0.4882317009459848,-1.6488477069721457,36.060001373291016,40.11000061035156,56.88999938964844,65.45999908447266
2020-11-02,-2.089270251575198,-1.7839549776426817,-1.4721070511593926,0.9487516191716963,-3.732440269755664,-0.6757653821133044,-1.462279486994787,-2.748774321337459,-2.8052833894702416,-1.0376956659527103,-1.4754878075027482,0.011128746277315194,2.0638748455995084,-0.5952345057416843,-1.2687413628241972,-0.37073266892232887,-0.8284670984252106,-0.0029560524007850378,-0.8051163699266485,1.9579953918894555,-0.36496350228890484,-1.26677785649976,-0.7855683134354113,-1.275038363940749,-0.990500002844275,-0.0720527023458377,3.1604078297269997,0.7032552845504673,2.805163002576365,1.80136285292589,-0.7723580641615312,0.35989281842449244,-1.7285580770441447,-0.5429412796857205,-1.2722331985885418,-0.3244935233786385,-0.15605532586120918,-0.8810850638860451,-1.049894863114789,-0.77165778382166,-0.7303435703243583,0.5696866432142229,-1.4365310546595085,0.8210862501204491,-1.3156637012933678,-0.8956829724536673,0.9163178189958221,1.195724439113622,0.9253522960861411,-0.20814522140725208,-0.6247026784384162,-1.157997585975249,0.9540744106690813,0.1947826348814126,-1.770535020070436,-0.00992937780694435,0.012583244957833086,-0.8661965986223321,0.007341727363404875,0.03934212826932252,-0.7278049102886045,-0.3907191474676317,-0.08483707737239068,0.3618212341467645,-1.0409644757160383,-0.6360489831806487,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.3009504875437823,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-1.4574106342155115,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.1906008872498234,-1.4401056316666034,-0.07292572334083708,-1.6488477069721457,37.130001068115234,39.18999862670898,55.09000015258789,65.0
2020-11-03,-2.0388489099471223,-1.7379154856428567,-1.4415765862936403,0.8259268012887712,-3.732440269755664,-0.6724097010131264,-1.4796843390256271,-2.6915833957761333,-2.314247276635995,-1.0995432170120722,-1.4275176667364105,-0.2755783377954083,2.1114026162401114,-0.5527187796734312,-0.9766695737099987,-0.37461378542763646,-0.7928962562963788,-0.0029560524007850378,-0.765547849446895,1.2925295996710513,-0.4127144448726599,-1.1659297574707101,-0.7483255800633426,-0.9909727976161596,-0.9495737700963979,-0.11387796528593724,2.871213455585754,0.5806062467568932,1.815304364702299,1.798734561142242,-0.7362370377533911,0.298651640576425,-1.2026183633154373,-0.5429412796857205,-0.9859886384363347,-0.23264163901913137,-0.1766306848989296,-0.8505234446729892,-1.0427844139411542,-0.77165778382166,-0.6937763816843628,0.5696866432142229,-1.4156293651031204,0.7108036392516361,-1.4541160782514033,-0.8956829724536673,0.9958524054154226,1.1426945691572108,0.8923573261515472,-0.20814522140725208,0.8320451475315023,-1.157997585975249,0.9677256607080686,0.16035649122140816,-0.755080862256903,0.18387763986462216,0.21806998335787547,-0.8661965986223321,-0.6171397161068023,0.004347938041031815,-0.7278049102886045,-0.3839423267499139,-0.08483707737239068,0.3618212341467645,-1.1240363204718535,-0.6360489831806487,-0.1665381365627613,-0.44966501752980775,0.39500361145232543,-0.38422525791767853,-0.3850878123657908,-0.6824137632687918,-0.38408646888613773,-0.45554554012791315,-0.0042123527996625314,0.004184081541352388,1.3009504875437823,-0.08244792978124664,-0.02097606994480515,-0.08908849842322186,-0.36571771554990284,0.3923219278318003,0.062194902823192,-0.740533785117867,0.2478155371264959,0.018559496146714028,0.01795802118360267,-0.4553956140831662,-0.45554554012791604,-0.15014987441700306,-1.4401056316666034,-0.08936884684013591,-1.6488477069721457,37.04999923706055,39.04999923706055,55.09000015258789,65.66000366210938
