date,zl_price_current,bean_price_per_bushel,corn_price,zl_volume,zl_price_lag30,wheat_price,volatility_30d,crude_price,corr_zl_palm_365d,corr_zl_crude_365d,corr_zl_dxy_365d,corr_zl_corn_365d,fx_usd_brl,meal_price_per_ton,corr_zl_palm_180d,fx_usd_cny_ma7,corr_zl_vix_180d,yoy_change,corr_zl_vix_90d,big8_composite_score,corr_zl_crude_180d,palm_price,corr_zl_vix_30d,corr_zl_palm_90d,corr_zl_dxy_180d,corr_zl_crude_90d,vix_level,corr_zl_corn_90d,feature_vix_stress,days_to_next_event,corr_zl_dxy_90d,corr_zl_wheat_30d,trade_war_intensity,corr_palm_crude_30d,feature_biofuel_cascade,corr_zl_palm_30d,return_7d,fx_usd_cny,corr_zl_vix_365d,fx_usd_myr_ma7,brazil_temp_7d_ma,corr_zl_dxy_30d,weather_us_temp,corr_zl_dxy_7d,corr_zl_corn_30d,corr_zl_vix_7d,palm_lag3,corr_zl_wheat_7d,corr_zl_corn_7d,corr_zl_crude_7d,export_capacity_index,return_1d,feature_hidden_correlation,corr_corn_wheat_30d,corr_zl_crude_30d,corr_zl_palm_7d,fx_usd_myr_pct_change,fx_usd_brl_pct_change,vix_lag1,fx_usd_cny_pct_change,fx_usd_ars_pct_change,brazil_temperature_c,fx_usd_myr,total_engagement_score,weather_argentina_temp,dxy_level,seasonal_index,event_vol_mult,export_seasonality_factor,sentiment_ma30,palm_accuracy_30d,sentiment_lag1,sentiment_lag7,harvest_pressure,max_sentiment,volatility_multiplier,crude_momentum_2d,dxy_momentum_3d,brazil_month,total_comments,palm_momentum_3d,crude_accuracy_30d,trumpxi_volatility_30d_ma,feature_harvest_pace,avg_sentiment,china_sentiment,day_of_week,china_sentiment_30d_ma,extreme_positive,labor_mentions,sentiment_change_1d,sentiment_change_7d,china_mentions_policy,tariff_mentions,trump_order_mentions,extreme_negative,tension_index,china_mentions,target_1w,target_1m,target_3m,target_6m
2020-10-21,-2.0894604617676893,-1.6662017165778078,-1.331024142815352,0.8262686914136055,-3.7343078907230525,-0.5267009895207048,-1.7889853137756664,-2.533388435280467,-2.5306669082782887,-2.7733871236105596,-0.2435790399919534,-3.9456822151264013,1.5271350096635303,-0.5205867924515528,-1.1051974365628372,-0.5289417733062018,0.03731674168304104,-0.0029575315364296557,0.15802805926796193,1.7252631826076612,-1.7048290615416928,-1.3434132342923153,0.12094981782395389,-1.1159980294756082,0.06065025094104704,-1.2455230004265667,1.609082274698922,-0.9890602432785767,1.2282353597688935,1.8338194934184961,0.15542612647279738,-0.48675743778913294,-0.7842081298690637,-0.46905548877319053,-0.5432129540983609,-1.1119666091103293,-0.06067498225373702,-0.21980532001101555,-0.13730894339032773,-1.1032326638274144,-0.7720439023265939,0.20892628689136938,0.5699717003465041,0.07559467696082738,-0.700502465024053,0.09592477504208013,-0.8961311501011548,-0.44070235095926324,-0.6741583990751505,-0.6220691086688006,-0.2082493721375161,-0.023381642883941945,4.586924218549119,-1.354191644714584,-0.7709671672405705,-0.7922585845211999,-0.009934346222470148,-0.004983890233321893,-0.866630022016291,-0.02042559777434926,-0.07798861538072706,-0.7281690858982284,-0.4100929666969363,-0.0848795277515157,0.3620022805599688,-1.2808523806139833,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-0.023668773366982917,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,33.61000061035156,38.68000030517578,51.34999847412109,64.98999786376953
2020-10-22,-2.047564350342667,-1.6564308770876488,-1.3092057559891672,1.5717954242703438,-3.7343078907230525,-0.5737040323229184,-1.5570830037534886,-2.4923248841038976,1.5869773639824565,1.2236165253507345,2.248528022159144,1.4890017653328076,1.4819764737337136,-0.44766630952266395,1.3440068034132782,-0.4784198053858702,-2.125792661038836,-0.0029575315364296557,-2.24818538913877,0.8866784152812823,1.3811571817199104,-1.3250680413962892,-2.1438294766445374,1.266069035554668,2.1868177382333873,1.457506072299153,1.510194530973306,1.3358169500118386,1.2115602934511112,1.831189886502525,2.0319573095340893,-2.5971042030846507,-0.7842081298690637,1.3956310159245415,-0.5432129540983609,1.2883726791212007,-0.06067498225373702,-0.1652293989390284,-1.9958009532992844,-1.1028106464590421,-0.7720439023265939,2.1086361396648803,0.5699717003465041,1.8889739086510131,1.389962584175528,-1.8089087894778697,-0.8961311501011548,-2.3497101989944675,1.3538521648012982,1.365056305861225,-0.2082493721375161,0.6871859063571552,-1.1585770193795222,-3.9809204338917437,1.4538811811868777,1.2784049707994585,0.0011723590131392833,-0.22218694196883756,-0.866630022016291,1.5718767533954439,0.03019912560968606,-0.7281690858982284,-0.4097055260299924,-0.0848795277515157,0.3620022805599688,-1.2243358692926305,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,0.6935667832082492,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,33.189998626708984,39.18999862670898,52.380001068115234,66.62999725341797
2020-10-23,-2.0116530715259566,-1.6005975085724555,-1.2830236917977456,1.0645103106121276,-3.7343078907230525,-0.5065568283197561,-1.4841501688381296,-2.54550555716191,1.1231466014222318,-3.468263363172685,1.0249025732632104,1.463550005487628,1.5883499139239472,-0.36664368808024056,1.0681169510657025,-0.4596094820471115,-2.1225362829201573,-0.0029575315364296557,-2.244563038455812,0.8686443342635092,-2.241325573526448,-1.3250680413962892,-2.140420043109246,0.9977418294660346,1.1428687500144006,-1.7154426808779106,1.4076438383807994,1.324929064680158,1.1847351867659832,1.8285602795865536,1.1105798349810423,0.039966199984460486,-0.7842081298690637,0.08997545509908762,-0.5432129540983609,1.017987204114535,-0.06067498225373702,-0.16203782460733213,-1.9930031508824528,-1.1007005596171744,-0.7720439023265939,1.1758779300855686,0.5699717003465041,0.9986040645560349,1.3801724998599956,-1.8060412237729533,-0.8961311501011548,0.035768897648373196,1.3443545678810611,-0.9675294476769437,-0.2082493721375161,0.5768233795299705,-1.1585770193795222,-0.4557725160688568,-1.1577554691109053,1.0451557165255505,0.06780883743694678,0.5077206866973654,-0.866630022016291,0.07221503259805451,-0.031681119748031575,-0.7281690858982284,-0.4069934413613918,-0.0848795277515157,0.3620022805599688,-1.254256748289236,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,1.410802339783481,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,33.779998779296875,38.869998931884766,53.380001068115234,66.62999725341797
2020-10-26,-1.9817272776509407,-1.5782641611663788,-1.2961147238934563,1.5128685458738256,-3.7343078907230525,-0.592169513423788,-1.4250683824295907,-2.632344588252441,1.2836275453928387,-5.646427403633773,1.6500042143218647,0.7283433906786392,1.606644910531411,-0.30182534366488395,1.163572163420018,-0.4316648263017054,1.284608973632181,-0.0029575315364296557,1.545498955946948,1.2751422685559828,-3.9230313848726115,-1.2975502520522497,1.4268669468953068,1.0905804395841125,1.67618082382426,-3.1884562789670867,2.3067914280056394,1.0104185803039818,1.7893875915064383,1.8206714588386401,1.581274990837164,-1.323613999830675,-0.7842081298690637,-1.8996193398792531,-0.5432129540983609,1.1115379553098628,-0.06067498225373702,-0.12198356674455839,0.9343347951011712,-1.078966665145963,-0.7720439023265939,1.6523870514388859,0.5699717003465041,1.4534586535931449,1.0973734010118108,1.1942899826418942,-0.8961311501011548,-1.1977181034834,1.0700043412946594,-2.0504119021226463,-0.2082493721375161,0.4706260372014702,-1.1585770193795222,-1.2756053423243496,-2.3701848521271724,1.125857695626078,1.0781025739944157,0.08276278892334443,-0.866630022016291,1.1418665195939326,-0.06139712012075691,-0.7281690858982284,-0.3690242560009664,-0.0848795277515157,0.3620022805599688,-1.207712172353396,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-1.4581398865174469,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,34.38999938964844,38.27999877929688,54.060001373291016,67.30999755859375
2020-10-27,-2.0116530715259566,-1.608972513849735,-1.3113875946717857,0.9301670215240022,-3.7343078907230525,-0.620707075125132,-1.4654044095727825,-2.564354299290885,1.0581490547107295,-5.658591144657431,1.6828155667264606,0.34520030981775146,1.9239897672963227,-0.4152571373149856,1.0294559457753027,-0.4187388842168266,1.2518473380947306,-0.0029575315364296557,1.5090553586315198,1.2814785672919575,-3.932422704161339,-1.2975502520522497,1.392565457694263,0.9601405931542272,1.7041741760185778,-3.196682177291848,2.4697732672803903,0.8465156535352321,1.7988126289904023,1.8180418519226689,1.6059816043212933,-1.4105847576839587,-0.7842081298690637,-1.7630760780252381,-0.5432129540983609,0.9800975383992828,-0.06067498225373702,-0.13235618332256777,0.9061867791934757,-1.0669391701473285,-0.7720439023265939,1.6773988378073381,0.5699717003465041,1.4773338016226214,0.9499964381079516,1.1654400951041768,-0.8961311501011548,-1.276391363263168,0.9270303950162974,-2.056459151774308,-0.2082493721375161,-0.5123718552146322,-1.1585770193795222,-1.0075696561218874,-2.3769555437511882,1.0124700248383312,-0.07623531129301067,1.5157862331338252,-0.866630022016291,-0.3202918149985168,-0.03513447504328631,-0.7281690858982284,-0.37134890000262477,-0.0848795277515157,0.3620022805599688,-1.2259972244185433,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-0.7409043299422149,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,35.470001220703125,38.7599983215332,55.150001525878906,68.30999755859375
2020-10-28,-2.070650102546261,-1.7485559351377185,-1.437934238263657,1.7395103858604346,-3.7343078907230525,-0.6677101179273456,-1.4696358727261787,-2.711105880481814,-0.23781168853060683,-2.9181031419012746,-0.1077545742722524,-0.6317340960922722,2.105280060682942,-0.5631231741859891,0.2586092340833794,-0.39850055203821166,-0.20992887851408518,-0.0029575315364296557,-0.11700460233915932,1.9657988307771297,-1.8165606687271896,-1.2988606229733946,-0.13791677513055364,0.21042420195357905,0.17653032984215652,-1.343389211989962,3.738835031871362,0.4285976057136137,2.816716677258506,1.8154122450066976,0.257700562919222,-0.44203412351879057,-0.7842081298690637,-1.7622265214178945,-0.5432129540983609,0.22463026577352124,-0.06067498225373702,-0.09469560620856411,-0.3497364835984846,-1.0645477383932138,-0.7720439023265939,0.31246400390770585,0.5699717003465041,0.1744272147085929,0.574216128110442,-0.12179965232133408,-0.8961311501011548,-0.4002458917004112,0.5624768528924949,-0.6940152220804814,-0.2082493721375161,-0.9972901897378863,-1.1585770193795222,0.5040160625661335,-0.8515203071829781,0.3607627614804976,-0.4520681899998462,0.8512696508788217,-0.866630022016291,1.0693749890550532,-0.07694344182116158,-0.7281690858982284,-0.386846526680349,-0.0848795277515157,0.3620022805599688,-1.1478704143601874,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-0.023668773366982917,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,35.34000015258789,38.959999084472656,55.36000061035156,66.69000244140625
2020-10-29,-2.101430779317696,-1.7792642878210747,-1.4641163024550787,1.2329034131407608,-3.7343078907230525,-0.7012837199289267,-1.4381373521577272,-2.7932329828349536,-1.4541508043701303,-1.1958928063316732,-1.3426604148342416,0.13987167289475463,2.2003445683710896,-0.559072414005996,-0.464877964612233,-0.38991139542018055,-0.686834828015834,-0.0029575315364296557,-0.6475082873919467,1.961412162421456,-0.4868852742721756,-1.2988606229733946,-0.6372381309904583,-0.49323088726047537,-0.8770426437860237,-0.1787206214063387,3.246226914464936,0.7586791083325893,2.81019165130807,1.8127826380907266,-0.6721709314293571,0.2937142174061585,-0.7842081298690637,-1.728829690590479,-0.5432129540983609,-0.4844223804764238,-0.06067498225373702,-0.1168770478138452,-0.7594827014789882,-1.0622366908997443,-0.7720439023265939,-0.6288931424976391,0.5699717003465041,-0.724150795192432,0.8710162544154589,-0.5417629045669666,-0.8961311501011548,0.26530793106573786,0.8504098139036851,0.16218813111535116,-0.2082493721375161,-0.5419923636342588,-1.1585770193795222,0.8446819700653908,0.1071119977268374,-0.25090471427670996,0.04543879432039115,0.44034966939545417,-0.866630022016291,-0.6600481519831128,-0.08058458886109693,-0.7281690858982284,-0.38490932334563455,-0.0848795277515157,0.3620022805599688,-1.0564464222444703,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,0.6935667832082492,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,35.47999954223633,39.58000183105469,56.459999084472656,67.0199966430664
2020-10-30,-2.0544043920140886,-1.752743437776358,-1.4641163024550787,1.3409776637674462,-3.7343078907230525,-0.7365360020305869,-1.4630947545601807,-2.818813345211463,-1.5554559239810581,-1.3152809200373712,-1.227426743863004,-0.24441471058167027,2.061163644813042,-0.5246375526315481,-0.52513497373608,-0.3733239823937037,-0.6956878749964958,-0.0029575315364296557,-0.6573562963171725,0.41795477801757863,-0.5790618417367764,-1.301481364815684,-0.6465072865262488,-0.5518361413786637,-0.7787298191159198,-0.2594584867240871,3.324971059058042,0.5942870936637061,2.811641657074833,1.8101530311747553,-0.5854011532764467,0.23915803756505102,-0.7842081298690637,-1.69924914372894,-0.5432129540983609,-0.543477180411241,0.15898407303263948,-0.15709088439320473,-0.7670890283047166,-1.05626815954704,-0.7720439023265939,-0.5410515953024857,0.5699717003465041,-1.2445087164118,0.7231995172456015,-1.030113854423916,-0.8961311501011548,0.799245373676499,1.0203511202083273,0.5536664287756834,-0.2082493721375161,0.777574057726653,-1.1585770193795222,0.9693788431853505,0.040657105280337426,-1.0466956972677344,-0.18154977855224796,-0.6542027558726626,-0.866630022016291,-1.182429769676068,-0.0660527064033447,-0.7281690858982284,-0.3909146536832525,-0.08234157401645957,0.3620022805599688,-1.0431479719770866,-0.43135495772571514,-0.16662146813493267,-1.0139661665782336,1.8442351441777112,0.3952012615079526,1.1113704803899005,1.1138654167107354,-0.6827552262690284,1.1652320545056467,2.194072352583685,-0.004214460557012176,0.004186175152462313,1.0101546415903235,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,-2.5367223314171774,0.062226023617145076,1.410802339783481,-4.902139884422343,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,2.1886199441931016,2.194072352583682,36.060001373291016,40.11000061035156,56.88999938964844,65.45999908447266
2020-11-02,-2.090315670830799,-1.7848476246725937,-1.4728436571855528,0.949226351059884,-3.7343078907230525,-0.6761035184277409,-1.463011175550455,-2.750149740148242,-2.806687084023667,-1.0382149032461256,-1.4762261051759211,0.011134314827214484,2.064907557620901,-0.5955323463936686,-1.2693762096804493,-0.3709181743974963,-0.8288816429087079,-0.0029575315364296557,-0.8055192302820698,1.9589751244460816,-0.36514612101551364,-1.267411720865921,-0.7859613924259516,-1.2756763616609041,-0.9909956245930004,-0.0720887557393102,3.1619892197832913,0.7036071761334338,2.8065666368911604,1.8022642104268418,-0.7727445330694592,0.36007289990607666,-0.7842081298690637,-1.7294230048325931,-0.5432129540983609,-1.2728697926732067,-0.3246558919268921,-0.156133412093697,-0.8815259371004673,-1.0504202045852995,-0.7720439023265939,-0.7307090162167916,0.5699717003465041,-1.437249859335293,0.8214971014096674,-1.3163220269294076,-0.8961311501011548,0.9167763218111022,1.1963227501038345,0.9258153195307209,-0.2082493721375161,-0.6250152642365304,-1.1585770193795222,0.9545518059507291,0.19488009930326425,-1.7714209520848807,-0.009934346222470148,0.01258954130296457,-0.866630022016291,0.007345400982530637,0.03936181409906046,-0.7281690858982284,-0.3909146536832525,-0.0848795277515157,0.3620022805599688,-1.041485348641161,-0.6363672463895472,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.30160145105089,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-1.4581398865174469,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,37.130001068115234,39.18999862670898,55.09000015258789,65.0
2020-11-03,-2.0398690996081354,-1.7387850956475595,-1.442297915628894,0.8263400746702942,-3.7343078907230525,-0.6727461582275828,-1.4804247365395735,-2.692930197659651,-2.3154052688408773,-1.100093401293193,-1.4282319613353938,-0.2757162303923763,2.112459109984604,-0.5529953465056862,-0.9771582750534205,-0.3748012329176892,-0.7932930020086203,-0.0029575315364296557,-0.7659309106915053,1.2931763495737558,-0.4129209569920993,-1.1665131599377767,-0.7487000237095234,-0.991468655939717,-0.9500489133686115,-0.11393494700843523,2.8726501399166327,0.5808967677892125,1.8162126981915663,1.7996346035108706,-0.7366054325914325,0.29880107848448884,-0.7842081298690637,-1.2032201238551286,-0.5432129540983609,-0.9864820028096836,-0.23275804715201973,-0.17671906653313135,-0.8509490256076389,-1.0433061975184355,-0.7720439023265939,-0.6941235302583432,0.5699717003465041,-1.4163377110894557,0.7111593078449474,-1.454843682038868,-0.8961311501011548,0.9963507053742587,1.1432663453096574,0.892803839727726,-0.2082493721375161,0.8324614823824402,-1.1585770193795222,0.9682098867382245,0.16043672965085837,-0.7554586860795243,0.18396964769618152,0.21817910019400472,-0.866630022016291,-0.6174485175852743,0.004350113641889017,-0.7281690858982284,-0.38413444201174846,-0.0848795277515157,0.3620022805599688,-1.1245987604972785,-0.6363672463895472,-0.16662146813493267,-1.0139661665782336,-0.44989001880359764,0.3952012615079526,-0.38441751475128466,-0.38528050080034876,-0.6827552262690284,-0.3842786562731388,-0.45577348387003724,-0.004214460557012176,0.004186175152462313,1.30160145105089,-0.08248918468989846,-0.02098656585236455,-0.08913307610848492,-1.0,-0.36590071166620797,0.39251823603914715,0.062226023617145076,-0.7409043299422149,0.24793953790339576,-0.08980265101338746,-0.1633831238975984,0.018568782860403362,0.01796700693406921,-0.08396038004871988,-0.03163859985841663,-0.11476596157913455,0.0,-0.45562348280599885,-0.4557734838700402,37.04999923706055,39.04999923706055,55.09000015258789,65.66000366210938
