date,zl_price_current,bean_price_per_bushel,corn_price,zl_volume,zl_price_lag30,wheat_price,volatility_30d,crude_price,corr_zl_palm_365d,corr_zl_crude_365d,corr_zl_dxy_365d,corr_zl_corn_365d,fx_usd_brl,meal_price_per_ton,corr_zl_palm_180d,fx_usd_cny_ma7,corr_zl_vix_180d,yoy_change,corr_zl_vix_90d,big8_composite_score,corr_zl_crude_180d,palm_price,corr_zl_vix_30d,corr_zl_palm_90d,corr_zl_dxy_180d,corr_zl_crude_90d,vix_level,corr_zl_corn_90d,feature_vix_stress,days_to_next_event,corr_zl_dxy_90d,corr_zl_wheat_30d,trade_war_intensity,corr_palm_crude_30d,feature_biofuel_cascade,corr_zl_palm_30d,return_7d,fx_usd_cny,corr_zl_vix_365d,fx_usd_myr_ma7,brazil_temp_7d_ma,corr_zl_dxy_30d,weather_us_temp,corr_zl_dxy_7d,corr_zl_corn_30d,corr_zl_vix_7d,palm_lag3,corr_zl_wheat_7d,corr_zl_corn_7d,corr_zl_crude_7d,export_capacity_index,return_1d,feature_hidden_correlation,corr_corn_wheat_30d,corr_zl_crude_30d,corr_zl_palm_7d,fx_usd_myr_pct_change,fx_usd_brl_pct_change,vix_lag1,fx_usd_cny_pct_change,fx_usd_ars_pct_change,brazil_temperature_c,fx_usd_myr,total_engagement_score,weather_argentina_temp,dxy_level,seasonal_index,event_vol_mult,export_seasonality_factor,sentiment_ma30,palm_accuracy_30d,sentiment_lag1,sentiment_lag7,harvest_pressure,max_sentiment,volatility_multiplier,crude_momentum_2d,dxy_momentum_3d,brazil_month,total_comments,palm_momentum_3d,crude_accuracy_30d,trumpxi_volatility_30d_ma,feature_harvest_pace,avg_sentiment,china_sentiment,day_of_week,china_sentiment_30d_ma,extreme_positive,labor_mentions,sentiment_change_1d,sentiment_change_7d,china_mentions_policy,tariff_mentions,trump_order_mentions,extreme_negative,tension_index,china_mentions,crush_spread_gross,crush_spread_percentile_365d,crush_spread_momentum_7d,crush_spread_volatility_30d,target_1w,target_1m
2020-10-21,-2.0952491513403415,-1.683428566053473,-1.337284725012619,0.8217790397217952,-3.7356462342123855,-0.5288867221366191,-1.7905718666972907,-2.5281385025369763,-2.599894176507661,-2.7884401949579702,-0.24475947500632245,-3.948632460077079,1.535586890172754,-0.5292634663651581,-1.1099763676507788,-0.5254616237692151,0.03363788517038786,-0.004849682817287514,0.15439839728998367,1.7214005493985198,-1.6997834326510552,-1.3392767613537249,0.12185291520317082,-1.1222586019004903,0.06473938664760846,-1.240998119941751,1.6059606705977143,-0.9876498772249949,1.2289374348825186,1.8299314712974153,0.16073175986617697,-0.48374908474852774,-0.7801167948829708,-0.46682915999554747,-0.5385509455928484,-1.1076899870141739,-0.060092490507589545,-0.21752676878697874,-0.13833703156281907,-1.1043400726793668,-0.7678668132919755,0.2123964166790455,0.56503470656529,0.07523351486184027,-0.6971263124435371,0.09832944904476514,-0.891891825309911,-0.4418514495682927,-0.6725455013129572,-0.6190042550296944,-0.2142709493984008,-0.024649195495396983,4.57618546289892,-1.349618154258834,-0.7675974104400922,-0.790490717517937,-0.009643436825657915,-0.002688544196067039,-0.8627018741313377,-0.018467939096946592,-0.07810608285121805,-0.7247891160619184,-0.4096057352564022,-0.08500647791277884,0.36086846509498416,-1.2764186411095706,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-0.022301448513665417,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.3738461726762967,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,0.0066264277394667,0.1584336807427078
2020-10-22,-2.053334455871839,-1.6736038066004542,-1.315448390905262,1.567417827221977,-3.7356462342123855,-0.5758227280012234,-1.5589089979367068,-2.487173636583605,1.6075441309689038,1.2206534341712516,2.242010539581147,1.4843455441202522,1.4903502933990753,-0.4560934810988515,1.3395947659924243,-0.4750233212300231,-2.127645716968333,-0.004849682817287514,-2.24941010174703,0.8837164559472178,1.3788586963025131,-1.3209755063150237,-2.137676319572719,1.2619914312221965,2.19006974241354,1.4567226721562638,1.5073123027089896,1.3316720458051592,1.2122853788713415,1.827300285690147,2.03882978900582,-2.59003357199644,-0.7801167948829708,1.3939210978750782,-0.5385509455928484,1.2880370947151492,-0.060092490507589545,-0.16306489437006733,-1.9925943037698495,-1.1039186968333163,-0.7678668132919755,2.1105102120469725,0.56503470656529,1.886838215238574,1.389157176615247,-1.8035068546438935,-0.891891825309911,-2.3471038874471732,1.3517282623049474,1.3643040181402397,-0.2142709493984008,0.6849959235048367,-1.155402060308322,-3.975786330084797,1.4526466612032467,1.2756553523195644,0.0014372958431746068,-0.2195919112400537,-0.8627018741313377,1.5732348653218846,0.029812182027742707,-0.7247891160619184,-0.4092192510549101,-0.08500647791277884,0.36086846509498416,-1.2200235606366496,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,0.694222510183457,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.21005100727355042,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,-0.0186998301899162,0.1519739672094542
2020-10-23,-2.0174072477303238,-1.6174623240117751,-1.2892447899764339,1.060056467266975,-3.7356462342123855,-0.5087712910517888,-1.4860514668421767,-2.5402265041683894,1.1335985471483554,-3.485418268967421,1.0210055829265001,1.4589017737181158,1.5969076102437394,-0.3747936353070871,1.0636635850214582,-0.45624414815987585,-2.1243920874378954,-0.004849682817287514,-2.245791371511792,0.8657017442600914,-2.2350031755904265,-1.3209755063150237,-2.134274789557926,0.9934183253695236,1.1465317860700872,-1.7099949595840607,1.405009852789824,1.3208101769640503,1.1854972887664041,1.824669100082879,1.1166829924741588,0.0419606448342083,-0.7801167948829708,0.09102170144811456,-0.5385509455928484,1.0181711602801193,-0.060092490507589545,-0.1598799894334047,-1.9898028763921967,-1.1018118176030565,-0.7678668132919755,1.1785356672182778,0.56503470656529,0.9973396666460965,1.3793866754189659,-1.8006438010614683,-0.891891825309911,0.03368248232372154,1.342248165600567,-0.963800986729181,-0.2142709493984008,0.5747766648754642,-1.155402060308322,-0.45139077200145267,-1.1535852620685372,1.0429149687974653,0.06791794764253083,0.5093086314722747,-0.8627018741313377,0.07413780946491032,-0.031913930821595875,-0.7247891160619184,-0.4065138616444723,-0.08500647791277884,0.36086846509498416,-1.2498801519120664,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,1.4107464688805793,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.16171188942125247,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,-0.0146584576679328,0.1333919424111569
2020-10-26,-1.9874681795385363,-1.5950057309763042,-1.302346590440848,1.5084820919594915,-3.7356462342123855,-0.5942618731623179,-1.4270306829198725,-2.6268568409565547,1.297579121145636,-5.67017073475019,1.644768518581562,0.7239259441832936,1.6152342315007677,-0.309753510566236,1.1591330966785152,-0.428345769318755,1.2798773239128627,-0.004849682817287514,1.540482551965396,1.2717630833698774,-3.912706817536781,-1.2935236237569716,1.4247427546406242,1.0863420144203515,1.6796338800203778,-3.180115814259568,2.3019808915232574,1.0070512121715487,1.7893153197803993,1.8167755432610744,1.5877711643727044,-1.318994753217089,-0.7801167948829708,-1.8943731724286201,-0.5385509455928484,1.1115421554780074,-0.060092490507589545,-0.11990943247830349,0.9308648723024199,-1.0801109615314075,-0.7678668132919755,1.6546444453766307,0.56503470656529,1.4517491454176823,1.0971532600009104,1.1949663759818947,-0.891891825309911,-1.1973779967712193,1.0684034551174344,-2.0446032929493323,-0.2142709493984008,0.4687171836696224,-1.155402060308322,-1.2710486242626597,-2.363505548020036,1.1234408835546996,1.0758491544505917,0.08493706697253169,-0.8627018741313377,1.1433865425031502,-0.061555914007576644,-0.7247891160619184,-0.36863840989832575,-0.08500647791277884,0.36086846509498416,-1.2034355812174142,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-1.4553493659079102,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.06411773956217595,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,-0.036854338116797,0.1186883418819011
2020-10-27,-2.0174072477303238,-1.6258835464000774,-1.3176320243159978,0.9256929860265171,-3.7356462342123855,-0.6227587338658277,-1.4673250627451657,-2.5590299484049344,1.067183589992325,-5.682371268181527,1.677509602837943,0.34090313397718575,1.9331276491701528,-0.42357341872842597,1.024996788267132,-0.41544123285039586,1.247143341259355,-0.004849682817287514,1.504075379102026,1.2780925766653548,-3.922075787107486,-1.2935236237569716,1.3905207808547424,0.9557826306244047,1.7076162104500456,-3.188325558345677,2.4645682035016554,0.8435399297689082,1.7987273514388908,1.8141443576538063,1.612498407122575,-1.4057980981095164,-0.7801167948829708,-1.7581181456102968,-0.5385509455928484,0.9803542988402607,-0.060092490507589545,-0.13026037352245345,0.9027809941276623,-1.0681017499189385,-0.7678668132919755,1.679635217879833,0.56503470656529,1.4756009297750425,0.9500710954406,1.1661618838212404,-0.891891825309911,-1.2758964901056256,0.9256929517860346,-2.0506389262195666,-0.2142709493984008,-0.5130046203807251,-1.155402060308322,-1.003070143960137,-2.370262227840381,1.0103005862021188,-0.0757893598557248,1.5159833051290432,-0.8627018741313377,-0.3182212482316875,-0.03535868443288984,-0.7247891160619184,-0.3709573151072732,-0.08500647791277884,0.36086846509498416,-1.2216813461904539,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-0.7388254072107878,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.21529917538695914,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,-0.0096746357417109,0.1158018379437004
2020-10-28,-2.076430448324662,-1.7662372528717751,-1.4442827621386674,1.7351579968152055,-3.7356462342123855,-0.6696947397304319,-1.4715521568740544,-2.705428851560732,-0.25703834749565296,-2.9335939445956583,-0.10922588829613909,-0.6357246070169225,2.1147313201496094,-0.5719453891909553,0.25403460283390156,-0.39523641575136026,-0.21339904415009076,-0.004849682817287514,-0.12035937614101927,1.961677852576794,-1.811249137907539,-1.2948308562597362,-0.1364135905513385,0.2053791861562922,0.18057384032497112,-1.3386721392271606,3.7305579724082225,0.42662049284553005,2.8152267705559755,1.811513172046538,0.26309159233538454,-0.4391118599023332,-0.7801167948829708,-1.757270382368482,-0.5385509455928484,0.2263386422773168,-0.060092490507589545,-0.09267849526984707,-0.3502805369144091,-1.0657139534579794,-0.7678668132919755,0.3158471456009843,0.56503470656529,0.1739693373555892,0.5750424593189983,-0.11905238833582495,-0.891891825309911,-0.4014745764662738,0.5618111338606789,-0.6908121645398029,-0.2142709493984008,-0.997293453406773,-1.155402060308322,0.508192962382496,-0.8479838473564775,0.36001512702581057,-0.45074336905696877,0.8523835858986507,-0.8627018741313377,1.0709223070703635,-0.07706351263010891,-0.7247891160619184,-0.38641668316692446,-0.08500647791277884,0.36086846509498416,-1.1437223986665832,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-0.022301448513665417,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.1958493154762068,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,0.0290245743222234,0.1424297545489867
2020-10-29,-2.1072247786170566,-1.7971150682955483,-1.4704863630674956,1.228474879725126,-3.7356462342123855,-0.7032204582051493,-1.440086158816925,-2.7873585834674763,-1.4999023377974638,-1.2061743346218547,-1.341487078751486,0.13563895080747687,2.209960155921887,-0.5678807690625275,-0.46956097509243727,-0.3866614829470818,-0.689902454991698,-0.004849682817287514,-0.6503328362032325,1.957295895679926,-0.48473814125591197,-1.2948308562597362,-0.6345774530826624,-0.49892074493915445,-0.872584312195809,-0.17629075590278334,3.2391423028817963,0.7559132690920962,2.8087107486385583,1.80888198643927,-0.6675563162382511,0.29522021409290916,-0.7801167948829708,-1.7239440503455836,-0.5385509455928484,-0.48135157273572987,-0.060092490507589545,-0.11481358457964416,-0.7590931119555414,-1.0634064190629378,-0.7678668132919755,-0.6247191115837641,0.56503470656529,-0.7237293447201895,0.8712488959192217,-0.5383548272537299,-0.891891825309911,0.2627699653620474,0.8492135513025627,0.16374647654665042,-0.2142709493984008,-0.5425866766465133,-1.155402060308322,0.8487861627728853,0.10866458819473081,-0.2503178977844277,0.04560021593843479,0.44203056895335024,-0.8627018741313377,-0.6578496573715448,-0.08069559023078461,-0.7247891160619184,-0.3844842621594691,-0.08500647791277884,0.36086846509498416,-1.0524948392865405,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,0.694222510183457,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.1676626246569733,-1.4362294562460514,-0.11466637414888321,-1.6498675810404735,0.0728977540018838,0.1705988855222782
2020-10-30,-2.0601775316108033,-1.770447864065926,-1.4704863630674956,1.3365653741980554,-3.7356462342123855,-0.7384224626036024,-1.4650177924725436,-2.812877470309155,-1.6034166320909078,-1.3259235688202407,-1.226500189947935,-0.24852680312538475,2.0705386448399365,-0.5333280864935881,-0.5298270107869084,-0.37010153900564075,-0.6987480294430835,-0.004849682817287514,-0.6601710022930801,0.41549624678185687,-0.5766953444088732,-1.2974453212652648,-0.643825121482827,-0.557579705941446,-0.7743101960307845,-0.2568700660460007,3.3176958328971793,0.5919140674598543,2.8101587535090955,1.8062508008320017,-0.580714087977479,0.24076905129230627,-0.7801167948829708,-1.6944259463308362,-0.5385509455928484,-0.5402928999904217,0.15905678838577555,-0.15494338678157948,-0.7666821070957902,-1.0574469606687817,-0.7678668132919755,-0.5369513652123069,0.56503470656529,-1.243578055615942,0.7237278367739879,-1.02593735555344,-0.891891825309911,0.7956570434617953,1.0188417247623136,0.5544727693306669,-0.2142709493984008,0.7752667366081444,-1.155402060308322,0.9734564222842337,0.042347222748081476,-1.0443727347926575,-0.18085755362742093,-0.6510116537494349,-0.8627018741313377,-1.180034583650071,-0.0661999040660777,-0.7247891160619184,-0.39047476728258373,-0.08247484078059092,0.36086846509498416,-1.0392249619452107,-0.43216473122298493,-0.1609493390006383,-1.0175930416832641,1.8754285734051008,0.393541062335055,1.1770305549977198,1.125560004275671,-0.684422280614047,1.212126087405568,2.2110128856615257,-0.0026070752453351683,0.007860875335372422,1.0137521131969471,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,-2.5543564193857526,0.062320026337347206,1.4107464688805793,-4.927294836156491,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,2.205436782391532,2.211012885661524,-0.09634715730783516,-1.4362294562460514,0.48655826938544594,-1.6498675810404735,0.0514727614049344,0.1270455334787632
2020-11-02,-2.0961047397523185,-1.8027292165544162,-1.4792208967104383,0.9447551802301314,-3.7356462342123855,-0.6780761693491113,-1.4649342997589117,-2.7443788797903927,-2.8819335622047393,-1.0480194935876215,-1.474766727432657,0.006942004082651355,2.0742890293587823,-0.604465451561382,-1.27417973494112,-0.36769971507520194,-0.8318293734257334,-0.004849682817287514,-0.8081858511598369,1.954861475181666,-0.36328870615960557,-1.263457276193391,-0.7829559542132016,-1.2820832661136823,-0.986492426531385,-0.06986829673919488,3.1551085209187812,0.700972930711317,2.8050907364622155,1.7983572440101974,-0.7682138937561526,0.3614511605147474,-0.7801167948829708,-1.724536112135182,-0.5385509455928484,-1.268283998155847,-0.3234607633113854,-0.15398791530058184,-0.8808582613176253,-1.0516078953734977,-0.7678668132919755,-0.7264494438298236,0.56503470656529,-1.4361305864788516,0.8218287961439513,-1.3116951787155429,-0.891891825309911,0.9129567841046319,1.1944891103743824,0.9259067857689521,-0.2142709493984008,-0.625501800255195,-1.155402060308322,0.9586325495312544,0.19625105553403796,-1.7675168849395153,-0.009643436825657915,0.014860640496692237,-0.8627018741313377,0.00929260309553558,0.038952047915942874,-0.7247891160619184,-0.39047476728258373,-0.08500647791277884,0.36086846509498416,-1.0375659109062578,-0.6367402964849816,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.3050669154889722,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-1.4553493659079102,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.18937796942908316,-1.4362294562460514,-0.07364972975086595,-1.6498675810404735,0.0689967161880058,0.1268455279712488
2020-11-03,-2.045635791720898,-1.7564124934187562,-1.4486500289601387,0.8218504337075765,-3.7356462342123855,-0.6747235975016396,-1.4823298810866303,-2.6872968491136144,-2.3799382968799363,-1.1100851592932435,-1.4268753669084417,-0.2798184972222223,2.1219227791238855,-0.5617829084669848,-0.981918025724829,-0.37157634317345256,-0.7962707715801788,-0.004849682817287514,-0.7686370990915594,1.2897777950570037,-0.4109498462772982,-1.162800373480534,-0.7457809623064108,-0.997615107459698,-0.9455618371709008,-0.11163230934117256,2.8664698391174332,0.5785557376319994,1.8161034098853366,1.795726058402929,-0.7320446182358082,0.300297283299861,-0.7801167948829708,-1.1994440154184736,-0.5385509455928484,-0.982446497009022,-0.2317761915644507,-0.17453055214204904,-0.850351022010212,-1.044504702540055,-0.7678668132919755,-0.689894695478866,0.56503470656529,-1.4152389023815197,0.7117117114209173,-1.4499988696212647,-0.891891825309911,0.9923746285270387,1.1415304669975683,0.8929587189161377,-0.2142709493984008,0.8300829086146941,-1.155402060308322,0.9722877153233103,0.16187896570947702,-0.7537711039716828,0.1838071206936721,0.22016653834777206,-0.8627018741313377,-0.6152660629377097,0.0040275552774037575,-0.7247891160619184,-0.38371129375648666,-0.08500647791277884,0.36086846509498416,-1.1205007460618361,-0.6367402964849816,-0.1609493390006383,-1.0175930416832641,-0.44641960448362555,0.393541062335055,-0.3860660220392521,-0.38123806596434023,-0.684422280614047,-0.3848019325097043,-0.45182730069745575,-0.0026070752453351683,0.007860875335372422,1.3050669154889722,-0.08261311052142567,-0.022353033932612704,-0.08422657088448722,0.0,-0.36654917311754454,0.39536995013101206,0.062320026337347206,-0.7388254072107878,0.2572961082568848,-0.08408775261047283,-0.15705593750185393,0.013240608545007698,0.02485190738621628,-0.08408775261047283,-0.03168621252622389,-0.11494148093635288,0.0,-0.45167640811796433,-0.4518273006974577,-0.1490041539168035,-1.4362294562460514,-0.09006503304441232,-1.6498675810404735,0.0674956387325718,0.1092363106794362
